curve,rank,conductor,K,alpha,mode,P,loglogK,logP,h2_adjusted_logP_plus_rank_loglogK
37a1,1,37,3000,0.75,c_only,0.016150834112096904,2.0802371710391188,-4.1257835828393157,-2.0455464118001969
37a1,1,37,3000,0.75,P_only,0.014683241218754519,2.0802371710391188,-4.2210484886983251,-2.1408113176592063
37a1,1,37,3000,0.75,L2_only,0.016150834112096904,2.0802371710391188,-4.1257835828393157,-2.0455464118001969
37a1,1,37,3000,0.75,cP_only,0.014683241218754519,2.0802371710391188,-4.2210484886983251,-2.1408113176592063
37a1,1,37,3000,0.75,cL2_only,0.016150834112096904,2.0802371710391188,-4.1257835828393157,-2.0455464118001969
37a1,1,37,3000,0.75,PL2_only,0.014683241218754519,2.0802371710391188,-4.2210484886983251,-2.1408113176592063
37a1,1,37,3000,0.75,all,0.014683241218754519,2.0802371710391188,-4.2210484886983251,-2.1408113176592063
37a1,1,37,3000,0.85,sharp,0.016150834112096904,2.0802371710391188,-4.1257835828393157,-2.0455464118001969
37a1,1,37,3000,0.85,c_only,0.016150834112096904,2.0802371710391188,-4.1257835828393157,-2.0455464118001969
37a1,1,37,3000,0.85,P_only,0.01567378840365552,2.0802371710391188,-4.1557654902731658,-2.075528319234047
37a1,1,37,3000,0.85,L2_only,0.016150834112096904,2.0802371710391188,-4.1257835828393157,-2.0455464118001969
37a1,1,37,3000,0.85,cP_only,0.01567378840365552,2.0802371710391188,-4.1557654902731658,-2.075528319234047
37a1,1,37,3000,0.85,cL2_only,0.016150834112096904,2.0802371710391188,-4.1257835828393157,-2.0455464118001969
37a1,1,37,3000,0.85,PL2_only,0.01567378840365552,2.0802371710391188,-4.1557654902731658,-2.075528319234047
37a1,1,37,3000,0.85,all,0.01567378840365552,2.0802371710391188,-4.1557654902731658,-2.075528319234047
37a1,1,37,3000,0.92,sharp,0.016150834112096904,2.0802371710391188,-4.1257835828393157,-2.0455464118001969
37a1,1,37,3000,0.92,c_only,0.016150834112096904,2.0802371710391188,-4.1257835828393157,-2.0455464118001969
37a1,1,37,3000,0.92,P_only,0.016747467174710047,2.0802371710391188,-4.0895082455951144,-2.0092710745559956
37a1,1,37,3000,0.92,L2_only,0.016150834112096904,2.0802371710391188,-4.1257835828393157,-2.0455464118001969
37a1,1,37,3000,0.92,cP_only,0.016747467174710047,2.0802371710391188,-4.0895082455951144,-2.0092710745559956
37a1,1,37,3000,0.92,cL2_only,0.016150834112096904,2.0802371710391188,-4.1257835828393157,-2.0455464118001969
37a1,1,37,3000,0.92,PL2_only,0.016747467174710047,2.0802371710391188,-4.0895082455951144,-2.0092710745559956
37a1,1,37,3000,0.92,all,0.016747467174710047,2.0802371710391188,-4.0895082455951144,-2.0092710745559956
37a1,1,37,10000,0,sharp,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0,c_only,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0,P_only,0.014635386679937846,2.2203268063678463,-4.224312937599505,-2.0039861312316587
37a1,1,37,10000,0,L2_only,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0,cP_only,0.014635386679937846,2.2203268063678463,-4.224312937599505,-2.0039861312316587
37a1,1,37,10000,0,cL2_only,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0,PL2_only,0.014635386679937846,2.2203268063678463,-4.224312937599505,-2.0039861312316587
37a1,1,37,10000,0,all,0.014635386679937846,2.2203268063678463,-4.224312937599505,-2.0039861312316587
37a1,1,37,10000,0.25,sharp,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.25,c_only,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.25,P_only,0.014049883880553926,2.2203268063678463,-4.2651411479657932,-2.0448143415979469
37a1,1,37,10000,0.25,L2_only,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.25,cP_only,0.014049883880553926,2.2203268063678463,-4.2651411479657932,-2.0448143415979469
37a1,1,37,10000,0.25,cL2_only,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.25,PL2_only,0.014049883880553926,2.2203268063678463,-4.2651411479657932,-2.0448143415979469
37a1,1,37,10000,0.25,all,0.014049883880553926,2.2203268063678463,-4.2651411479657932,-2.0448143415979469
37a1,1,37,10000,0.5,sharp,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.5,c_only,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.5,P_only,0.013524332179195919,2.2203268063678463,-4.3032648322379128,-2.0829380258700665
37a1,1,37,10000,0.5,L2_only,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.5,cP_only,0.013524332179195919,2.2203268063678463,-4.3032648322379128,-2.0829380258700665
37a1,1,37,10000,0.5,cL2_only,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.5,PL2_only,0.013524332179195919,2.2203268063678463,-4.3032648322379128,-2.0829380258700665
37a1,1,37,10000,0.5,all,0.013524332179195919,2.2203268063678463,-4.3032648322379128,-2.0829380258700665
37a1,1,37,10000,0.65,sharp,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.65,c_only,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.65,P_only,0.013213171919050354,2.2203268063678463,-4.3265410742784374,-2.1062142679105911
37a1,1,37,10000,0.65,L2_only,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.65,cP_only,0.013213171919050354,2.2203268063678463,-4.3265410742784374,-2.1062142679105911
37a1,1,37,10000,0.65,cL2_only,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.65,PL2_only,0.013213171919050354,2.2203268063678463,-4.3265410742784374,-2.1062142679105911
37a1,1,37,10000,0.65,all,0.013213171919050354,2.2203268063678463,-4.3265410742784374,-2.1062142679105911
37a1,1,37,10000,0.75,sharp,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.75,c_only,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.75,P_only,0.013373045961855448,2.2203268063678463,-4.3145140931830452,-2.0941872868151989
37a1,1,37,10000,0.75,L2_only,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.75,cP_only,0.013373045961855448,2.2203268063678463,-4.3145140931830452,-2.0941872868151989
37a1,1,37,10000,0.75,cL2_only,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.75,PL2_only,0.013373045961855448,2.2203268063678463,-4.3145140931830452,-2.0941872868151989
37a1,1,37,10000,0.75,all,0.013373045961855448,2.2203268063678463,-4.3145140931830452,-2.0941872868151989
37a1,1,37,10000,0.85,sharp,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.85,c_only,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.85,P_only,0.013457543797372528,2.2203268063678463,-4.3082154530390069,-2.0878886466711606
37a1,1,37,10000,0.85,L2_only,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.85,cP_only,0.013457543797372528,2.2203268063678463,-4.3082154530390069,-2.0878886466711606
37a1,1,37,10000,0.85,cL2_only,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.85,PL2_only,0.013457543797372528,2.2203268063678463,-4.3082154530390069,-2.0878886466711606
37a1,1,37,10000,0.85,all,0.013457543797372528,2.2203268063678463,-4.3082154530390069,-2.0878886466711606
37a1,1,37,10000,0.92,sharp,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.92,c_only,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.92,P_only,0.012821342780716368,2.2203268063678463,-4.3566440918890574,-2.1363172855212111
37a1,1,37,10000,0.92,L2_only,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.92,cP_only,0.012821342780716368,2.2203268063678463,-4.3566440918890574,-2.1363172855212111
37a1,1,37,10000,0.92,cL2_only,0.013026575594383243,2.2203268063678463,-4.3407637317194041,-2.1204369253515578
37a1,1,37,10000,0.92,PL2_only,0.012821342780716368,2.2203268063678463,-4.3566440918890574,-2.1363172855212111
37a1,1,37,10000,0.92,all,0.012821342780716368,2.2203268063678463,-4.3566440918890574,-2.1363172855212111
37a1,1,37,30000,0,sharp,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0,c_only,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0,P_only,0.012954230926133802,2.3330127080622156,-4.3463328317527141,-2.0133201236904985
37a1,1,37,30000,0,L2_only,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0,cP_only,0.012954230926133802,2.3330127080622156,-4.3463328317527141,-2.0133201236904985
37a1,1,37,30000,0,cL2_only,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0,PL2_only,0.012954230926133802,2.3330127080622156,-4.3463328317527141,-2.0133201236904985
37a1,1,37,30000,0,all,0.012954230926133802,2.3330127080622156,-4.3463328317527141,-2.0133201236904985
37a1,1,37,30000,0.25,sharp,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.25,c_only,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.25,P_only,0.01257145057481396,2.3330127080622156,-4.3763268632914833,-2.0433141552292677
37a1,1,37,30000,0.25,L2_only,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.25,cP_only,0.01257145057481396,2.3330127080622156,-4.3763268632914833,-2.0433141552292677
37a1,1,37,30000,0.25,cL2_only,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.25,PL2_only,0.01257145057481396,2.3330127080622156,-4.3763268632914833,-2.0433141552292677
37a1,1,37,30000,0.25,all,0.01257145057481396,2.3330127080622156,-4.3763268632914833,-2.0433141552292677
37a1,1,37,30000,0.5,sharp,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.5,c_only,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.5,P_only,0.012352750548485321,2.3330127080622156,-4.3938765242292392,-2.0608638161670236
37a1,1,37,30000,0.5,L2_only,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.5,cP_only,0.012352750548485321,2.3330127080622156,-4.3938765242292392,-2.0608638161670236
37a1,1,37,30000,0.5,cL2_only,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.5,PL2_only,0.012352750548485321,2.3330127080622156,-4.3938765242292392,-2.0608638161670236
37a1,1,37,30000,0.5,all,0.012352750548485321,2.3330127080622156,-4.3938765242292392,-2.0608638161670236
37a1,1,37,30000,0.65,sharp,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.65,c_only,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.65,P_only,0.011839694071360679,2.3330127080622156,-4.4362974884276092,-2.1032847803653936
37a1,1,37,30000,0.65,L2_only,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.65,cP_only,0.011839694071360679,2.3330127080622156,-4.4362974884276092,-2.1032847803653936
37a1,1,37,30000,0.65,cL2_only,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.65,PL2_only,0.011839694071360679,2.3330127080622156,-4.4362974884276092,-2.1032847803653936
37a1,1,37,30000,0.65,all,0.011839694071360679,2.3330127080622156,-4.4362974884276092,-2.1032847803653936
37a1,1,37,30000,0.75,sharp,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.75,c_only,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.75,P_only,0.011128209096329547,2.3330127080622156,-4.4982720344288332,-2.1652593263666176
37a1,1,37,30000,0.75,L2_only,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.75,cP_only,0.011128209096329547,2.3330127080622156,-4.4982720344288332,-2.1652593263666176
37a1,1,37,30000,0.75,cL2_only,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.75,PL2_only,0.011128209096329547,2.3330127080622156,-4.4982720344288332,-2.1652593263666176
37a1,1,37,30000,0.75,all,0.011128209096329547,2.3330127080622156,-4.4982720344288332,-2.1652593263666176
37a1,1,37,30000,0.85,sharp,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.85,c_only,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.85,P_only,0.010704996322717094,2.3330127080622156,-4.5370447004513306,-2.204031992389115
37a1,1,37,30000,0.85,L2_only,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.85,cP_only,0.010704996322717094,2.3330127080622156,-4.5370447004513306,-2.204031992389115
37a1,1,37,30000,0.85,cL2_only,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.85,PL2_only,0.010704996322717094,2.3330127080622156,-4.5370447004513306,-2.204031992389115
37a1,1,37,30000,0.85,all,0.010704996322717094,2.3330127080622156,-4.5370447004513306,-2.204031992389115
37a1,1,37,30000,0.92,sharp,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.92,c_only,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.92,P_only,0.010748060728765885,2.3330127080622156,-4.5330299380061234,-2.2000172299439078
37a1,1,37,30000,0.92,L2_only,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.92,cP_only,0.010748060728765885,2.3330127080622156,-4.5330299380061234,-2.2000172299439078
37a1,1,37,30000,0.92,cL2_only,0.010843813069215138,2.3330127080622156,-4.5241605856706952,-2.1911478776084796
37a1,1,37,30000,0.92,PL2_only,0.010748060728765885,2.3330127080622156,-4.5330299380061234,-2.2000172299439078
37a1,1,37,30000,0.92,all,0.010748060728765885,2.3330127080622156,-4.5330299380061234,-2.2000172299439078
37a1,1,37,100000,0,sharp,0.010546896055589981,2.443470357682056,-4.551923675089407,-2.108453317407351
37a1,1,37,100000,0,c_only,0.010546896055589981,2.443470357682056,-4.551923675089407,-2.108453317407351
37a1,1,37,100000,0,P_only,0.0113315328273885,2.443470357682056,-4.480165923826573,-2.036695566144517
37a1,1,37,100000,0,L2_only,0.010546896055589981,2.443470357682056,-4.551923675089407,-2.108453317407351
37a1,1,37,100000,0,cP_only,0.0113315328273885,2.443470357682056,-4.480165923826573,-2.036695566144517
37a1,1,37,100000,0,cL2_only,0.010546896055589981,2.443470357682056,-4.551923675089407,-2.108453317407351
37a1,1,37,100000,0,PL2_only,0.0113315328273885,2.443470357682056,-4.480165923826573,-2.036695566144517
37a1,1,37,100000,0,all,0.0113315328273885,2.443470357682056,-4.480165923826573,-2.036695566144517
37a1,1,37,100000,0.25,sharp,0.010546896055589981,2.443470357682056,-4.551923675089407,-2.108453317407351
37a1,1,37,100000,0.25,c_only,0.010546896055589981,2.443470357682056,-4.551923675089407,-2.108453317407351
37a1,1,37,100000,0.25,P_only,0.010996082069563101,2.443470357682056,-4.510216245123587,-2.066745887441531
37a1,1,37,100000,0.25,L2_only,0.010546896055589981,2.443470357682056,-4.551923675089407,-2.108453317407351
37a1,1,37,100000,0.25,cP_only,0.010996082069563101,2.443470357682056,-4.510216245123587,-2.066745887441531
37a1,1,37,100000,0.25,cL2_only,0.010546896055589981,2.443470357682056,-4.551923675089407,-2.108453317407351
37a1,1,37,100000,0.25,PL2_only,0.010996082069563101,2.443470357682056,-4.510216245123587,-2.066745887441531
37a1,1,37,100000,0.25,all,0.010996082069563101,2.443470357682056,-4.510216245123587,-2.066745887441531
37a1,1,37,100000,0.5,sharp,0.010546896055589981,2.443470357682056,-4.551923675089407,-2.108453317407351
37a1,1,37,100000,0.5,c_only,0.010546896055589981,2.443470357682056,-4.551923675089407,-2.108453317407351
37a1,1,37,100000,0.5,P_only,0.010648719446416823,2.443470357682056,-4.5423156338291522,-2.0988452761470962
37a1,1,37,100000,0.5,L2_only,0.010546896055589981,2.443470357682056,-4.551923675089407,-2.108453317407351
