p,M_p,B_plus_C,B_raw,delta_sq,R,n_farey
25229,-6,374005211.6351776719,341775570.5132364035,32229641.1219412535,10.6043864783,193460919
25237,-6,388113995.5402731299,355867389.4508951902,32246606.0893779509,11.0358091163,193580403
25243,-5,387438311.4957270622,355172639.1756324172,32265672.3200946748,11.0077557242,193676525
25247,-7,425198010.8740172982,392938099.0074322820,32259911.8665850013,12.1803835247,193737547
25253,-8,459593091.3529549241,427313365.9489737153,32279725.4039812274,13.2378253099,193831021
25261,-9,478077336.9677362442,445767379.4209117889,32309957.5468244292,13.7965944020,193952109
25357,-3,368205765.6585751176,335659294.8270688653,32546470.8315062486,10.3132317038,195428351
25367,-4,391668254.8362895846,359097381.7260687351,32570873.1102208421,11.0251076325,195582271
25373,-3,362708591.2658140659,330119027.3125166297,32589563.9532974102,10.1295932583,195678417
25457,-3,292683959.6589611173,259879186.2796174288,32804773.3793436997,7.9219930366,196974353
25463,-5,320487621.4437284470,287662999.7863889337,32824621.6573395431,8.7636348955,197067717
25469,-7,379072943.0184547901,346242505.5523486733,32830437.4661061093,10.5463872027,197158695
25471,-8,408739542.7745276690,375887881.2959320545,32851661.4785955995,11.4419747549,197190931
25523,-5,244388620.2616451681,211417530.5952789485,32971089.6663662121,6.4122093851,197995441
25537,-7,266040503.7591079473,233013208.0269533694,33027295.7321545705,7.0551706660,198211401
25541,-7,283235693.4517641068,250219397.2786735594,33016296.1730905510,7.5786634566,198276825
25561,-11,348304695.8113922477,315210283.7724114656,33094412.0389808007,9.5245772429,198584561
25577,-11,316259461.9828802347,283149513.5011724234,33109948.4817077927,8.5517956531,198832765
25579,-12,349168713.4886030555,316035876.6572495699,33132836.8313534744,9.5384490699,198865397
25583,-11,349817009.6163114309,316696326.0749403834,33120683.5413710698,9.5618897985,198931041
25589,-12,360857895.1473009586,327716553.6813305020,33141341.4659704529,9.8884516795,199021895
25601,-11,360548052.9047750235,327365118.0368696451,33182934.8679053634,9.8654660698,199206205
25603,-11,383075282.5953966975,349889045.4858571291,33186237.1095395423,10.5431972999,199239805
25609,-10,382717388.9037186503,349508673.7211999297,33208715.1825187355,10.5246069232,199334239
25621,-8,381687195.4861872196,348440157.3248435855,33247038.1613436639,10.4803367937,199518979
25633,-9,408466636.3610031009,375199092.0034780502,33267544.3575250655,11.2782322606,199706839
25639,-12,445922951.4495192170,412648086.3376303315,33274865.1118888818,12.4011948644,199801191
25643,-12,460278803.3350816369,426989369.9253731966,33289433.4097084403,12.8265736659,199862849
25657,-15,532275640.7467778325,498942124.8112970591,33333515.9354807958,14.9681817477,200078737
25667,-14,492413712.2881608605,459064614.3046585917,33349097.9835022688,13.7654282143,200238005
25673,-16,556261118.8143615723,522896635.1137807369,33364483.7005808130,15.6722531602,200331391
25679,-17,600918551.3612667322,567551231.3985561132,33367319.9627106376,17.0091943864,200423983
25693,-14,531948145.5581415892,498531208.2840768099,33416937.2740647942,14.9185188396,200643597
25703,-17,576798185.3389786482,543371978.0139864683,33426207.3249921538,16.2558669229,200800921
25717,-14,530632944.5094287395,497155016.6918243766,33477927.8176043667,14.8502326488,201017115
25733,-10,456952695.0089694858,423431665.4643943906,33521029.5445750766,12.6318216122,201267531
25741,-12,480952234.4383923411,447388389.1146681309,33563845.3237242326,13.3294735689,201391567
25747,-13,522097363.3315911889,488536923.3260631561,33560440.0055280104,14.5569284326,201486715
25759,-13,526170223.2611753941,492586968.6840400696,33583254.5771353319,14.6676364422,201675557
25763,-16,595956093.2395848036,562357016.9269311428,33599076.3126536235,16.7372760993,201738023
25771,-15,573418936.0343868732,539799533.0064584017,33619403.0279285163,16.0561903065,201864113
25793,-17,633764537.9097313881,600076897.6996611357,33687640.2100701928,17.8129692064,202207843
25799,-15,603003082.0945258141,569322373.1067199707,33680708.9878058955,16.9035151045,202301057
25801,-16,636578022.7819846869,602867593.0004696846,33710429.7815150470,17.8837112700,202333575
25819,-13,559167996.1484645605,525417486.1799033880,33750509.9685611576,15.5676902858,202616565
25841,-8,463526511.1893888712,429705615.7551682591,33820895.4342206419,12.7053293604,202958271
25847,-7,448062441.5749290586,414254165.8123494983,33808275.7625795677,12.2530403124,203054441
25849,-8,482733335.9971280098,448903319.5089002252,33830016.4882277921,13.2693792705,203088879
25867,-9,485762895.1555371881,451888163.3110933304,33874731.8444438502,13.3399775793,203367351
25873,-7,459758580.2015137076,425854388.3732276559,33904191.8282860294,12.5605232099,203464317
25889,-5,425421433.9534534812,391489180.7313336134,33932253.2221198827,11.5373764945,203716017
25903,-5,422244334.3406152725,388279226.5743314028,33965107.7662838772,11.4317089540,203936145
25913,-3,365188611.9284628630,331195626.9400832653,33992984.9883796051,9.7430580766,204094699
25919,-4,413956563.9872839451,379970251.0348445177,33986312.9524394050,11.1800962807,204188769
25931,-4,421011328.5310854912,386967169.6194800735,34044158.9116053954,11.3666244663,204374179
25933,-5,460206928.7480124235,426158000.8430931568,34048927.9049192742,12.5160475547,204408749
25939,-5,453109182.5208071470,419043177.2210616469,34066005.2997455299,12.3009191578,204503975
25943,-4,457420371.2277372479,423356219.0363972783,34064152.1913399547,12.4282036041,204567941
25951,-4,477520466.4373209476,443424152.8906583786,34096313.5466625392,13.0050467856,204691435
25969,-4,441140331.6868116856,407004346.5937030315,34135985.0931086764,11.9230291870,204978909
25981,-6,466358893.0258999467,432177913.2448542714,34180979.7810456753,12.6438129045,205167085
25997,-7,512800297.2896291018,478586926.8680026531,34213370.4216264635,13.9883010931,205416929
25999,-7,537017308.9602581263,502806396.6772145033,34210912.2830435708,14.6972519329,205450341
26003,-7,553795557.5437054634,519572522.3302810788,34223035.2134243548,15.1819532981,205516111
26017,-4,502371627.9875491858,468097046.6028710604,34274581.3846780956,13.6572651712,205732789
26021,-4,527687602.6056818366,493406434.3248023391,34281168.2808794826,14.3929293857,205796829
26029,-4,506697067.7463872433,472393549.1475846767,34303518.5988025516,13.7709940100,205926329
26041,-4,514595133.4323334694,480241993.3154449463,34353140.1168885380,13.9795661090,206114261
26053,-4,512084656.0598573685,477715910.8817861676,34368745.1780712008,13.8997193062,206305905
26723,-4,649540386.0882170200,613395209.7544673681,36145176.3337495998,16.9703200253,217053889
26729,-5,687560750.4199897051,651401491.7589071989,36159258.6610824615,18.0147911179,217150803
26731,-6,724213153.4294830561,688023396.3541195393,36189757.0753635615,19.0115505589,217184011
26737,-4,704455809.9995554686,668264224.9037338495,36191585.0958215967,18.4646299170,217281603
26759,-6,657942064.4463305473,621705257.7762579918,36236806.6700725928,17.1567341305,217639839
26777,-7,648788461.8076546192,612492510.6626833677,36295951.1449712515,16.8749541296,217929737
26783,-10,693956045.7149977684,657655011.4630415440,36301034.2519561723,18.1167017694,218030453
26801,-10,711568711.5632004738,675193635.9166767597,36375075.6465237364,18.5619857530,218322165
26813,-12,754949266.7629622221,718541138.1597485542,36408128.6032136381,19.7357339069,218518169
26821,-12,777657493.7102286816,741226944.0197589397,36430549.6904696971,20.3463013959,218646237
26833,-9,732272290.2268174887,695815253.8146905899,36457036.4121269435,19.0858973272,218841515
26839,-9,724017645.6066806316,687550923.3939447403,36466722.2127359286,18.8542013560,218943263
26849,-9,735953350.2954424620,699458433.5050678253,36494916.7903746814,19.1659139141,219104305
26861,-11,756667121.1608190536,720141104.3698136806,36526016.7910054177,19.7158400405,219298865
26863,-12,792260983.2307772636,755730591.6070176363,36530391.6237596869,20.6877221408,219333645
26879,-13,807284021.9202754498,770729922.8163034916,36554099.1039718986,21.0846373378,219594271
26881,-14,844788180.3259383440,808184669.9721006155,36603510.3538377732,22.0794306928,219627293
26891,-17,919174331.1901512146,882569061.3550636768,36605269.8350875527,24.1104372494,219789081
26893,-18,955690773.0580768585,919066981.5827927589,36623791.4752841145,25.0948070792,219824827
26903,-15,887473618.0489026308,850839688.8601624966,36633929.1887401044,23.2254554098,219987757
26921,-12,792060703.3598481417,755372133.1159428358,36688570.2439053506,20.5887590630,220281987
26927,-12,844463625.8051340580,807775794.2312455177,36687831.5738885477,22.0175398648,220380801
26947,-14,860466050.4601420164,823697174.2714121342,36768876.1887298301,22.4020220265,220704747
26951,-16,910835475.5968538523,874052489.2757071257,36782986.3211467490,23.7624123731,220770125
26953,-17,950392301.0571136475,913615000.3024021387,36777300.7547114789,24.8418176852,220806051
26959,-17,964853082.0510436296,928069639.5595937967,36783442.4914498106,25.2306357616,220905763
26981,-12,819543634.4362007380,782682801.7021059990,36860832.7340947837,21.2334541476,221262151
26987,-13,854579692.1398699284,817708486.8327109814,36871205.3071589395,22.1774276165,221361575
26993,-14,857856050.9486765862,820964776.7027444839,36891274.2459321320,22.2536302549,221463773
27011,-10,816804596.1644762754,779868819.3285139799,36935776.8359622732,21.1141848401,221756575
27017,-14,930831306.6995936632,893882668.4818499088,36948638.2177437618,24.1925741137,221853377
27031,-12,848472757.7286734581,811471999.7891588211,37000757.9395145774,21.9312264121,222084161
27043,-11,791386256.0770957470,754365134.2170345783,37021121.8600612208,20.3766146544,222282443
27059,-14,860682863.2612905502,823629000.9331251383,37053862.3281653747,22.2278852779,222544823
27061,-15,902775704.7817456722,865690588.3561166525,37085116.4256290346,23.3433428770,222578281
27067,-15,927444972.2084048986,890347089.6822713614,37097882.5261334926,23.9999436371,222676837
27073,-19,1042305374.5588738918,1005181165.7797904015,37124208.7790835053,27.0761640137,222775535
27077,-19,1068876429.2318614721,1031759602.6899973154,37116826.5418641493,27.7976243881,222841415
27091,-20,1060789785.1055319309,1023620890.6328463554,37168894.4726855680,27.5397184973,223072499
27103,-21,1072762697.9695019722,1035584058.1927084923,37178639.7767934874,27.8542750464,223271005
27107,-20,1073733231.5751761198,1036539252.9846733809,37193978.5905027241,27.8684693670,223335467
27109,-21,1111271486.3432445526,1074069051.3084890842,37202435.0347554460,28.8709341285,223371573
27127,-20,1026387872.5296003819,989126087.2799201012,37261785.2496803254,26.5453219874,223663665
27143,-19,947687176.4283227921,910401415.4522899389,37285760.9760328308,24.4168656243,223930901
27179,-13,693959737.1917620897,656568603.7733391523,37391133.4184229076,17.5594731624,224526639
27191,-11,664830531.6369433403,627410783.0169230700,37419748.6200202852,16.7668358595,224720679
27197,-10,650464034.1092299223,613021638.5718843937,37442395.5373455510,16.3723936403,224820989
27211,-6,564759639.8036320210,527270185.0127580762,37489454.7908739522,14.0644932810,225051037
27239,-3,468973290.9505685568,431425035.5558597445,37548255.3947088122,11.4898823133,225515193
27241,-4,504260926.5061566830,466685779.6269080639,37575146.8792486116,12.4200653460,225549663
27253,-5,542381913.9803228378,504780097.3741199970,37601816.6062028334,13.4243540056,225746831
27259,-4,509962610.9018230438,472342806.8224452138,37619804.0793778300,12.5556955540,225848901
27271,-5,552939833.0951582193,515282116.2024337053,37657716.8927245215,13.6833073994,226044759
27277,-6,586908283.3118803501,549239476.8867306709,37668806.4251496419,14.5807507328,226145337
27281,-8,648685504.4410593510,610998449.2569549084,37687055.1841044724,16.2124221771,226210789
27283,-10,698288069.9790307283,660610773.0457744598,37677296.9332562238,17.5333908432,226247161
27299,-12,717556601.4926261902,679853031.3126593828,37703570.1799667999,18.0315293238,226513319
27329,-13,680120052.6665170193,642303707.8320286274,37816344.8344883844,16.9848172964,227007937
27337,-12,645315216.0508382320,607480695.0787076950,37834520.9721304998,16.0562544330,227140089
27361,-8,539003265.7739899158,501078423.6269013882,37924842.1470885053,13.2124063083,227540219
27367,-11,610836161.8206642866,572925216.0169135332,37910945.8037508056,15.1123957440,227639843
27397,-4,409888384.3039827943,371893765.5818153620,37994618.7221674249,9.7880641546,228138953
27407,-5,425701161.7835028172,387675817.8648937941,38025343.9186090305,10.1951955700,228303545
27409,-6,465254772.9907118082,427217227.0041173697,38037545.9865944088,11.2314613344,228340071
27943,-3,477753787.9832246304,438226660.3716343045,39527127.6115903035,11.0867317423,237323735
27947,-5,541187035.5188457966,501650138.1897740960,39536897.3290716559,12.6881513745,237391613
27953,-5,532509196.0290799737,492950706.9665185213,39558489.0625614747,12.4613128218,237493291
27961,-4,503827683.1062770486,464242906.0276737809,39584777.0786032677,11.7278140813,237631895
27983,-3,456043625.7932149172,416408368.3353029490,39635257.4579119682,10.5060089184,238006209
27997,-4,469020874.7378787398,429337710.2582330108,39683164.4796457216,10.8191399524,238240407
28001,-4,491626682.8521471620,451920408.5995056033,39706274.2526415363,11.3815868425,238309281
28051,-3,419067198.4280692935,379213544.2500817180,39853654.1779875681,9.5151511717,239160705
28057,-5,475217517.6294784546,435353483.7867818475,39864033.8426966146,10.9209591158,239263823
28069,-7,555502756.3101805449,515618722.7074005604,39884033.6027799919,12.9279482573,239468763
28081,-7,515504257.0595525503,475554980.3997718692,39949276.6597806737,11.9039697377,239674935
28087,-8,562368271.8201974630,522425864.9000849724,39942406.9201124758,13.0794788092,239774035
28097,-9,562944264.0463106632,522985353.9081834555,39958910.1381271929,13.0880785312,239947009
28099,-10,599196506.9808497429,559220214.1764570475,39976292.8043926358,13.9887962326,239983097
28109,-6,509072008.9267019033,469075291.5456755757,39996717.3810263276,11.7278447398,240151861
28111,-6,538789968.8648954630,498787650.7068116069,40002318.1580838859,12.4689686417,240187457
28229,-3,353929935.6476359367,313591065.0134154558,40338870.6342205107,7.7739178138,242209563
28571,-3,323452185.6096849442,282126038.8746069074,41326146.7350780293,6.8268169467,248109637
28573,-4,371717769.7211137414,330382760.3465180993,41335009.3745956197,7.9928071953,248147727
28579,-3,386299806.8935531378,344952082.3502289057,41347724.5433242396,8.3427101772,248250779
28591,-4,445572522.6261036396,404191644.2052525878,41380878.4208510220,9.7675945903,248457825
28597,-4,464257383.6344805956,422856315.2176129222,41401068.4168676436,10.2136570718,248560375
28603,-4,454380887.0570912957,412948493.2557334900,41432393.8013578206,9.9668026722,248667603
28607,-5,486345921.8057506084,444925070.0855375528,41420851.7202130556,10.7415722180,248740055
28619,-9,639060165.5003596544,597613322.2251719236,41446843.2751877755,14.4187898281,248944857
28621,-10,680634006.8719664812,639142393.8007802963,41491613.0711862147,15.4041346309,248980963
28627,-10,701758300.0508910418,660270575.0929151773,41487724.9579758421,15.9148416974,249083927
28631,-10,729507783.3261146545,688005886.5347086191,41501896.7914059982,16.5776974000,249154865
28643,-8,673809255.3218896389,632290024.5263289213,41519230.7955607250,15.2288472693,249365175
28649,-9,723114804.5457687378,681565265.5380572081,41549539.0077114776,16.4036781590,249470243
28657,-8,700894162.8590734005,659314117.4454070330,41580045.4136663750,15.8565030626,249606869
28661,-9,761092913.6887518167,719499053.1854338646,41593860.5033179447,17.2982032559,249677157
28663,-9,790269934.4573308229,748666034.7795928717,41603899.6777379811,17.9950927817,249714777
28669,-10,810455471.1501702070,768845863.6958801746,41609607.4542900771,18.4776043499,249820731
28687,-10,863766578.9720253944,822106775.4196248055,41659803.5524006411,19.7338130600,250129363
28697,-9,854051756.8807971478,812360994.1241676807,41690762.7566294223,19.4853953348,250304223
28703,-11,888220929.3450810909,846517849.9161449671,41703079.4289361238,20.2986892457,250411391
28711,-12,894095703.8681550026,852349789.1476529837,41745914.7205020636,20.4175616909,250550005
28723,-16,1002372773.6489139795,960613052.1661323309,41759721.4827816859,23.0033395353,250757859
28729,-17,1039896887.3068544865,998099010.7040034533,41797876.6028510034,23.8791798011,250865077
28751,-17,1008692984.6310627460,966844867.3400448561,41848117.2910179421,23.1036646312,251245213
28753,-18,1052792841.7131776810,1010931346.4271610975,41861495.2860165983,24.1494323010,251283531
28759,-20,1078934967.9000916481,1037072407.8298605680,41862560.0702309683,24.7732677144,251389695
28771,-24,1161552255.9021675587,1119635109.3546864986,41917146.5474810675,26.7106709682,251596317
28789,-20,1039042666.1445531845,997082785.2646627426,41959880.8798904717,23.7627649163,251913513
28793,-22,1110477336.8667428493,1068502552.6174081564,41974784.2493346110,25.4558200054,251984149
28807,-24,1156395572.0569131374,1114387691.5401549339,42007880.5167582855,26.5280627785,252226949
28813,-23,1149615959.0156786442,1107576618.3846731186,42039340.6310054809,26.3461938689,252333755
28817,-22,1147150463.4370329380,1105104495.4259407520,42045968.0110922083,26.2832454026,252405709
28837,-25,1222216687.7807250023,1180099886.4530739784,42116801.3276510462,28.0196940236,252751243
28843,-24,1182441085.9670324326,1140312598.6611368656,42128487.3058956042,27.0674945051,252859933
28859,-27,1269070196.3464844227,1226923104.0564341545,42147092.2900501713,29.1105041271,253140521
28867,-27,1317718011.9958896637,1275535289.9870915413,42182722.0087981671,30.2383352530,253276449
28871,-28,1357648304.8119890690,1315457078.0419671535,42191226.7700218782,31.1784505630,253348463
28879,-27,1302855708.3473289013,1260639587.2169487476,42216121.1303800568,29.8615683645,253492449
28901,-22,1165404634.4942853451,1123109892.1123967171,42294742.3818886578,26.5543618157,253874809
28909,-22,1136034003.0566761494,1093715747.5577650070,42318255.4989111423,25.8450102601,254018685
28921,-22,1122119199.2942583561,1079756739.2503092289,42362460.0439491123,25.4885277703,254226901
28927,-23,1190620620.5124628544,1148263283.3800709248,42357337.1323918328,27.1089582376,254332021
28933,-21,1160033466.1101503372,1117658008.5092034340,42375457.6009467989,26.3751254095,254439479
28949,-22,1140584316.9656991959,1098166434.9430198669,42417882.0226793066,25.8892330917,254722831
28961,-22,1128016225.8807163239,1085546052.9718692303,42470172.9088469893,25.5601985728,254931105
28979,-21,1069600891.1990536451,1027110062.7059930563,42490828.4930605441,24.1725120251,255249317
29009,-18,938429753.3628389835,895815054.5465877056,42614698.8162513152,21.0212691731,255775497
29017,-20,993996796.2901316881,951354931.5541359186,42641864.7359958068,22.3103501088,255916305
29021,-23,1091001987.8151004314,1048367287.4110778570,42634700.4040224776,24.5895310035,255988277
29023,-23,1121898794.6585659981,1079251771.7325463295,42647022.9260197729,25.3066145697,256025577
29027,-25,1184257709.4338316917,1141606208.0893988609,42651501.3444329277,26.7659091029,256098075
29033,-25,1184253748.9785988331,1141579594.1761732101,42674154.8024257272,26.7510768394,256201181
29059,-21,1070888890.1525183916,1028131559.8830935955,42757330.2694247440,24.0457379683,256658543
29063,-23,1131733767.4510359764,1088976431.8877408504,42757335.5632951334,25.4687626706,256731785
29077,-19,1021366117.0754626989,978560805.6920859814,42805311.3833767250,22.8607332611,256978299
29101,-10,811298155.7359781265,768414035.6652911901,42884120.0706868917,17.9183817786,257400741
29123,-3,643894616.4988991022,600961743.9741261005,42932872.5247729868,13.9977063875,257791443
29137,-3,700896802.4067144394,657913205.7053961754,42983596.7013182715,15.3061459765,258040549
29147,-4,734538138.5992056131,691525103.2321481705,43013035.3670574948,16.0771054014,258216209
29153,-4,733930405.3550558090,690896481.1658098698,43033924.1892459765,16.0546939230,258326103
29167,-5,771306366.0588560104,728229897.7142081261,43076468.3446479440,16.9055153707,258569975
29173,-6,801122328.3423761129,758023735.3957973719,43098592.9465787411,17.5881318524,258677893
29179,-7,837022770.0224208832,793915713.6614924669,43107056.3609284386,18.4173028892,258787677
29191,-10,939498718.4719148874,896348150.4842061996,43150567.9877086654,20.7725689900,258996773
29201,-13,1030938819.7839429379,987761483.5421981812,43177336.2417447418,22.8768509019,259173879
29207,-15,1114388681.4330883026,1071204074.5715167522,43184606.8615714461,24.8052292801,259278727
29209,-16,1161137799.1197500229,1117944457.0362048149,43193342.0835451782,25.8823328575,259317661
29221,-12,1044205106.5785810947,1000970544.1919468641,43234562.3866342306,23.1520914966,259530993
29231,-12,1046782475.9589885473,1003543501.7967016697,43238974.1622869298,23.2092347527,259707265
29243,-13,1084082173.2238259315,1040793602.9972554445,43288570.2265705839,24.0431503639,259919987
29251,-12,1050819640.6184923649,1007488060.8919237852,43331579.7265686318,23.2506653865,260062761
29269,-9,956493596.9600458145,913119274.8751639128,43374322.0848818570,21.0520702338,260383429
29287,-13,1041435133.3828502893,998010618.2286838293,43424515.1541665122,22.9826542607,260702489
29297,-13,1043448180.7494618893,999990788.7090294361,43457392.0404324532,23.0108329506,260879435
29303,-11,1001399824.1863346100,957934403.0075131655,43465421.1788214371,22.0389996698,260989111
29311,-9,993354189.1054196358,949858144.0590332747,43496045.0463863090,21.8378048635,261130585
29327,-8,944101300.9926429987,900556441.4761511087,43544859.5164918378,20.6811194588,261413295
29333,-7,907794072.9944010973,864239832.7699143887,43554240.2244866714,19.8428402910,261524677
29339,-6,892226868.4472950697,848661297.0061652660,43565571.4411298111,19.4800910199,261630861
29347,-6,916945159.6387720108,873347067.0228533745,43598092.6159186736,20.0317723694,261772703
29363,-6,902288129.3234560490,858632051.8383619785,43656077.4850941002,19.6680989521,262059329
29383,-5,834507425.6765041351,790797056.6487219334,43710369.0277822241,18.0917497207,262414305
29387,-7,899421619.3172345161,855695182.4456889629,43726436.8715455830,19.5692867672,262486611
29389,-8,936259266.0284744501,892526551.1863082647,43732714.8421661928,20.4086701319,262525357
29399,-9,953691886.6257730722,909962893.8481571674,43728992.7776159272,20.8091436836,262700899
29401,-10,998514872.8167661428,954728157.1297732592,43786715.6869928762,21.8040595681,262737017
29411,-8,932132504.2185282707,888349238.6203925610,43783265.5981357396,20.2896980498,262916093
29423,-8,936536944.5886976719,892718727.1485576630,43818217.4401399493,20.3732323974,263131291
29429,-9,1003939139.2027986050,960098679.5571850538,43840459.6456135362,21.8998315099,263237449
29437,-7,953520785.6608707905,909648623.3491405249,43872162.3117302582,20.7340731666,263378757
29443,-7,954765305.0628743172,910871489.8752170801,43893815.1876572147,20.7517046760,263490681
29453,-4,899637826.1074171066,855706665.5694005489,43931160.5380165726,19.4783532939,263669509
33359,-4,1078690194.1715078354,1022365676.0635571480,56324518.1079507247,18.1513435074,338242329
33461,-3,1031254857.9476610422,974572695.5241515636,56682162.4235094488,17.1936400069,340310767
33469,-3,1040140194.2778749466,983423355.5594795942,56716838.7183954045,17.3391778841,340475647
33479,-5,1121454589.0173091888,1064728513.0498681068,56726075.9674409926,18.7696486121,340678915
33487,-5,1138942426.9541032314,1082182353.2559106350,56760073.6981925592,19.0659081771,340841065
33493,-4,1125975600.3548283577,1069182070.0526958704,56793530.3021325171,18.8257723083,340965959
33503,-7,1246178944.9443843365,1189357377.7876908779,56821567.1566935033,20.9314427127,341168525
33521,-4,1144444260.6055567265,1087541180.3481583595,56903080.2573984638,19.1121671345,341533429
33547,-3,1122414023.7786583900,1065435465.5317158699,56978558.2469425574,18.6988842525,342063695
33563,-7,1187565281.7849609852,1130525587.2517225742,57039694.5332383588,19.8199796914,342391453
33569,-10,1322170205.1136507988,1265115097.2763173580,57055107.8373334333,22.1735642124,342513207
33577,-9,1294193360.0147712231,1237107679.4471871853,57085680.5675839260,21.6710682460,342675057
33581,-11,1359320609.3400750160,1302217472.6746778488,57103136.6653970927,22.8046574798,342755109
33587,-14,1499705848.7585129738,1442597018.7594459057,57108829.9990671054,25.2604898189,342877917
33589,-15,1558168397.4365308285,1501040651.8058397770,57127745.6306909993,26.2751599111,342922663
33599,-14,1511659898.2837538719,1454534418.2047429085,57125480.0790110379,25.4620953066,343126919
33601,-15,1570567792.8464715481,1513367951.5512971878,57199841.2951744050,26.4575550785,343168197
33613,-19,1738392936.7451286316,1681182207.9929578304,57210728.7521709129,29.3857855801,343410625
33617,-20,1800346757.2142462730,1743126886.9543251991,57219870.2599211782,30.4636637419,343491555
33619,-20,1840129859.9588387012,1782907417.6768653393,57222442.2819733545,31.1574855350,343535491
33623,-21,1901893646.3306567669,1844667357.9531316757,57226288.3775251880,32.2346147243,343618239
33629,-22,1981639443.4819564819,1924381867.7365887165,57257575.7453677356,33.6092096580,343739389
33637,-25,2099193533.5292441845,2041918195.4457094669,57275338.0835346580,35.6509147527,343900685
33641,-25,2121617480.4280452728,2064319251.3839025497,57298229.0441426635,36.0276274821,343984917
33647,-25,2139432818.3059113026,2082118390.6202361584,57314427.6856750548,36.3279975862,344109971
33679,-19,1889112980.1943781376,1831682649.9253139496,57430330.2690640986,31.8939947123,344761971
33703,-16,1740582805.0159335136,1683066561.8878595829,57516243.1280739531,29.2624564880,345254655
33713,-18,1775006152.1994371414,1717447112.0581142902,57559040.1413228661,29.8380082059,345458449
33721,-19,1802977351.1979568005,1745391814.4190857410,57585536.7788711190,30.3095518780,345621165
33739,-21,1776732595.4148855209,1719115304.8839023113,57617290.5309833288,29.8367953273,345991925
33749,-23,1843818282.2301740646,1786156920.8461909294,57661361.3839831650,30.9766692630,346193689
33751,-24,1902387736.5060384274,1844696247.6227319241,57691488.8833064809,31.9751887727,346236437
33757,-26,1975191066.5265610218,1917482698.2847435474,57708368.2418174818,33.2271169105,346360979
33767,-24,1956225586.8629639149,1898514107.4967117310,57711479.3662521020,32.8966460112,346564575
33769,-25,2013775730.0958719254,1956024142.0092403889,57751588.0866316408,33.8696165216,346607845
33773,-24,1997882521.2476410866,1940134134.5175647736,57748386.7300763056,33.5963347961,346693249
33791,-23,2045931550.9567596912,1988125499.7173061371,57806051.2394535616,34.3930342428,347055245
33797,-24,2075739678.2052571774,2017900477.2956583500,57839200.9095987156,34.8881112733,347180303
33809,-23,2071122073.4859507084,2013260292.2784447670,57861781.2075059190,34.7943020464,347429365
33811,-24,2132230653.3707256317,2074332932.8013057709,57897720.5694197640,35.8275405733,347470565
33827,-21,1985103912.9312181473,1927169664.0804860592,57934248.8507321998,33.2647734684,347797395
33829,-22,2052576258.8308641911,1994631859.3724942207,57944399.4583699033,34.4232035886,347842493
33851,-26,2175815675.8099217415,2117811784.6347048283,58003891.1752167717,36.5115467553,348290609
33857,-24,2126685211.9543378353,2068659116.3851978779,58026095.5691399276,35.6504964895,348416905
33863,-23,2121372904.9048380852,2063320746.4874968529,58052158.4173412323,35.5425328315,348542499
33871,-22,2124437306.8951194286,2066351756.0831136703,58085550.8120058626,35.5742818515,348704313
33889,-23,2149127517.9134430885,2090973254.4707288742,58154263.4427143559,35.9556312931,349075437
33893,-24,2212405351.1510744095,2154251891.9380269051,58153459.2130474001,37.0442604978,349158013
33911,-24,2150239703.3473477364,2092022422.2714278698,58217281.0759196877,35.9347324988,349527821
33923,-26,2144497945.1007199287,2086240567.5083260536,58257377.5923939422,35.8107531394,349777095
33931,-28,2258692948.2095432281,2200379627.0110692978,58313321.1984739900,37.7337387374,349938851
33937,-29,2334061159.5455117226,2275729599.1405711174,58331560.4049405903,39.0136931593,350061309
33941,-31,2431482136.4090123177,2373151659.3203096390,58330477.0887024477,40.6845919623,350148045
33961,-28,2229490229.2802395821,2171078400.4834599495,58411828.7967795208,37.1684716128,350559487
33967,-26,2183832698.4554309845,2125416196.4948413372,58416501.9605898485,36.3838320536,350685147
33997,-23,2055422382.3389101028,1996899638.1482298374,58522744.1906802207,34.1217703606,351302059
34019,-24,2017034751.9645977020,1958469630.0637397766,58565121.9008579999,33.4408871099,351757635
34031,-21,1947792285.4640896320,1889161498.7187883854,58630786.7453012466,32.2213226803,352003887
34033,-22,2008784520.2403545380,1950145683.0620908737,58638837.1782637015,33.2568955475,352049245
34039,-24,2069964424.0860686302,2011300389.1100652218,58664034.9760033786,34.2850673318,352173973
34057,-22,1962087872.3127217293,1903343525.1935613155,58744347.1191603765,32.4004541464,352542209
34061,-21,1942020849.6881940365,1883273716.1774685383,58747133.5107254758,32.0572869455,352628477
34123,-19,1698120508.2818934917,1639163433.3557457924,58957074.9261476249,27.8026587209,353911755
34127,-21,1799483815.1414933205,1740533180.3202786446,58950634.8212146536,29.5252661078,353993205
34129,-22,1859397800.0887720585,1800409381.4916844368,58988418.5970876142,30.5214044436,354038563
34141,-25,1930686298.4091527462,1871662042.4922635555,59024255.9168892726,31.7100489183,354283083
34147,-27,2005084027.9204568863,1946038639.8995754719,59045388.0208814666,32.9583512807,354407775
34157,-27,2032545539.3270246983,1973474665.7267637253,59070873.6002610400,33.4085911626,354613885
34159,-29,2110721438.9925565720,2051652618.2168245316,59068820.7757321596,34.7332584479,354659425
34171,-30,2083359709.9733827114,2024230835.9052574635,59128874.0681253374,34.2342192001,354907915
