p,M_p,B_plus_C,B_raw,delta_sq,R,n_farey
10487,-21,134553260.2054499984,128990680.5622769445,5562579.6431730688,23.1890038142,33424107
10499,-21,130797873.8960697949,125229838.4323119968,5568035.4637577999,22.4908478488,33500937
10501,-22,136704361.6432035863,131120696.4122049212,5583665.2309986679,23.4829079086,33513835
10513,-26,154179232.5361523628,148585902.2335254848,5593330.3026268641,26.5648360090,33589959
10529,-27,154675143.6046459079,149070256.7419736385,5604886.8626722712,26.5964791787,33691591
10531,-28,160458347.4528343081,154845058.5699378550,5613288.8828964680,27.5854426523,33704711
10559,-21,125116959.2249569744,119487686.0982146412,5629273.1267423267,21.2261305160,33884139
10567,-20,123374421.6704432815,117726460.1449918896,5647961.5254513929,20.8440619885,33935817
10589,-16,106444030.2399268299,100776197.0298759639,5667833.2100508651,17.7803744915,34077483
10597,-17,118560718.7917733639,112878846.6235516816,5681872.1682216842,19.8664882422,34127575
10601,-18,123091678.4468737990,117408122.0767200738,5683556.3701537261,20.6575099164,34153931
10607,-16,118683930.6876389086,112999124.7797662467,5684805.9078726582,19.8773936368,34192793
10613,-18,127826810.9105655700,122129114.2246085852,5697696.6859569792,21.4348219914,34232773
10627,-20,138493359.8973791599,132777402.9075793475,5715956.9897998162,23.2292515749,34320729
10631,-22,143691477.2709872723,137978116.9603961408,5713360.3105911175,24.1500814686,34347995
10639,-24,149209343.9886656106,143489557.2192114592,5719786.7694541402,25.0865221035,34400045
10651,-21,136367714.4443809390,130626708.5220559835,5741005.9223249536,22.7532788312,34477269
10657,-23,142491484.3885046542,136743076.8527202010,5748407.5357844392,23.7879927617,34516643
10663,-23,141106001.3767075837,135356667.0328622758,5749334.3438453162,23.5430154063,34554839
10667,-23,144992556.3978753090,139240372.1162238419,5752184.2816514811,24.2065214358,34581489
10687,-16,115625217.9616857767,109849942.5609955490,5775275.4006902296,19.0207280068,34710951
10691,-19,126979658.5690208226,121201848.6480878294,5777809.9209329970,20.9771263345,34737317
10709,-18,122636574.5363638252,116842935.5887230337,5793638.9476407981,20.1674520357,34853911
10711,-19,129020051.2598435730,123210987.5581862032,5809063.7016573641,21.2101284968,34866923
10723,-19,122566053.3189982623,116750755.2424384952,5815298.0765597643,20.0764868293,34946117
10729,-20,126871963.0490887016,121046449.9769504964,5825513.0721382061,20.7786762261,34985015
10733,-20,129671945.3046446294,123844088.3122032732,5827856.9924413553,21.2503650094,35011187
10739,-22,138567749.4459870756,132737085.6462664157,5830663.7997206636,22.7653471724,35049687
10753,-20,126473447.2991626263,120618461.8192507923,5854985.4799118312,20.6009839364,35141265
10771,-20,126800202.3684599400,120931754.1104711592,5868448.2579887882,20.6071092040,35258629
10781,-19,121564986.8456955701,115683014.5217557400,5881972.3239398291,19.6673850455,35323721
10789,-20,126319647.4868588597,120433087.7460769862,5886559.7407818753,20.4589935462,35377153
10799,-19,128372151.7622826695,122481744.3991017044,5890407.3631809708,20.7934251143,35442787
10831,-11,86315173.8676202446,80378791.6867902130,5936382.1808300307,13.5400298091,35651679
10837,-13,96828966.4949096441,90884912.2668500692,5944054.2280595722,15.2900543602,35691061
10847,-8,80925297.5188018680,74973828.8866185695,5951468.6321833031,12.5975340744,35757631
10853,-7,75615190.8715074211,69659176.7809315473,5956014.0905758729,11.6956030865,35798577
10859,-9,86699768.0889731795,80738108.7736338675,5961659.3153393157,13.5428920881,35836865
10861,-10,91937571.5542211533,85967615.7239168584,5969955.8303042883,14.4000421724,35850603
10867,-12,103030934.0404457152,97062044.5422710329,5968889.4981746804,16.2613237474,35890161
10883,-9,87807287.1153728664,81815557.3305434436,5991729.7848294247,13.6547475051,35995915
10889,-11,98964667.5721973181,92970227.3241339177,5994440.2480634032,15.5094092988,36035583
10891,-12,105059619.0528494418,99057378.0618064553,6002240.9910429912,16.5033990154,36049111
10903,-8,92165183.7278430760,86149507.8254656047,6015675.9023774667,14.3208359665,36128793
10909,-8,94376756.5783802122,88353602.3659445792,6023154.2124356395,14.6689922339,36168631
10937,-7,81516933.2826279849,75465972.9135362357,6050960.3690917501,12.4717347843,36353263
10939,-9,89500338.2477013171,83450551.4397532940,6049786.8079480249,13.7939656535,36367843
10949,-12,101542311.4840771258,95477270.6872459799,6065040.7968311468,15.7422305778,36433099
10957,-12,100421390.5762433261,94346232.3254162967,6075158.2508270303,15.5298394593,36486467
10973,-8,83074325.3728601784,76981854.3914343864,6092470.9814257883,12.6355717780,36593747
10979,-8,85015252.8006709516,78923510.5493640155,6091742.2513069296,12.9558190898,36633959
10987,-10,89896113.4035688341,83790090.8759520650,6106022.5276167681,13.7225322208,36687001
10993,-9,90330461.9246943444,84215658.2882640958,6114803.6364302468,13.7724223533,36727723
11003,-10,90399661.1209943742,84279108.4550483227,6120552.6659460505,13.7698526677,36794783
11027,-3,56444086.5860217884,50295682.7098283842,6148403.8761934051,8.1802828381,36954677
11087,-5,75075498.9118253887,68866222.5172835141,6209276.3945418745,11.0908611795,37358181
11093,-5,75356756.0648718923,69133352.7382931709,6223403.3265787242,11.1086087644,37399531
11159,-3,69519323.0297593772,63227789.9107630700,6291533.1189963045,10.0496633674,37844513
11161,-4,75861324.2215416431,69551453.7929198891,6309870.4286217568,11.0226437420,37858551
11171,-4,73479457.1065134853,67170398.5067024380,6309058.5998110529,10.6466594729,37925871
11173,-5,79828226.1913282126,73509431.6122846901,6318794.5790435281,11.6334580422,37940065
11177,-7,90509494.2098315209,84191661.2556078583,6317832.9542236663,13.3260347125,37967597
11273,-3,51679278.7575507015,45249178.9996108711,6430099.7579398286,7.0370881795,38622591
11279,-4,57682389.1976906285,51253582.4855830595,6428806.7121075718,7.9724877074,38663301
11287,-3,53829045.8260857984,47382637.6052740812,6446408.2208117163,7.3502384556,38717747
11299,-3,58482050.4338673279,52025750.4682639241,6456299.9656034019,8.0581371289,38800139
12919,-3,133973844.9152350426,125534817.9806058109,8439026.9346292391,14.8755086283,50726629
12923,-4,144171022.3821719289,135723276.8561896980,8447745.5259822402,16.0662127474,50757547
12941,-5,152798624.8118853569,144325117.8757450879,8473506.9361402560,17.0325130980,50897849
12953,-5,148458860.3813878596,139972490.3732357621,8486370.0081520919,16.4938000863,50993145
12959,-4,150766455.9606396854,142279426.0401360691,8487029.9205036070,16.7643365668,51039521
12967,-4,150760610.9213779867,142255790.0363563895,8504820.8850216065,16.7264886539,51102887
12973,-7,169096473.1342199147,160579865.0558317900,8516608.0783881377,18.8549083835,51149733
12979,-8,173166524.2102991045,164644051.1651633978,8522473.0451357011,19.3188116047,51197989
12983,-7,170285996.0291001201,161761466.7988677323,8524529.2302323766,18.9760000148,51230749
13001,-10,186601235.2117793560,178045721.8389229178,8555513.3728564400,20.8106415220,51370003
13003,-10,192471269.6325035989,183915607.3573653400,8555662.2751382533,21.4963612918,51386923
13007,-12,202726166.0709754527,194169576.8114359379,8556589.2595395036,22.6924035877,51418521
13009,-13,211740647.7795385420,203177446.6757157743,8563201.1038227677,23.7268101277,51435847
13033,-13,195143397.8664767146,186548876.5561776757,8594521.3102990538,21.7055575082,51625531
13037,-13,197571738.3510135412,188975245.6101288199,8596492.7408847120,21.9828308249,51656611
13043,-13,207452475.2741751671,198846949.6823840439,8605525.5917911381,23.1068919105,51703775
13049,-13,209663621.2007488906,201052021.0521821380,8611600.1485667508,23.3466507483,51751777
13063,-12,204793497.0127019584,196156328.2778645158,8637168.7348374352,22.7107208739,51863073
13093,-12,187144635.6875067055,178468750.8679183722,8675884.8195883464,20.5706685346,52100087
13099,-10,180846382.9433176816,172164529.7243328393,8681853.2189848516,19.8303893629,52148577
13103,-11,190637286.7311156392,181960687.2266888618,8676599.5044267680,20.9714286264,52181345
13109,-11,195719032.1534189582,187028831.8374181688,8690200.3160007820,21.5218090535,52229399
13121,-13,204893801.2239801288,196180874.8579947054,8712926.3659854345,22.5160717097,52323527
13127,-12,203354629.7070530951,194639882.7612991631,8714746.9457539450,22.3345421242,52371647
13147,-8,186657693.2653359771,177913010.8165397346,8744682.4487962406,20.3452797581,52529963
13151,-9,197659157.3087194860,188911506.4777481258,8747650.8309713583,21.5956843875,52563289
13159,-8,188266194.8777572215,179506602.2304041982,8759592.6473530233,20.4925741935,52627831
13163,-9,197755640.7044432759,188988985.2549680769,8766655.4494751859,21.5577065101,52660465
13171,-8,193037603.9546088874,184260127.2566668391,8777476.6979420539,20.9923801108,52723571
13177,-9,203366865.5606603026,194577435.8460186720,8789429.7146416400,22.1376633255,52771417
13183,-12,222468685.5955081582,213677851.2798581123,8790834.3156500384,24.3068909739,52819509
13187,-14,237230395.9429691434,228433565.8942272961,8796830.0487418529,25.9677138956,52852455
13217,-7,186023898.7413786650,177178525.5500061512,8845373.1913725175,20.0306444643,53092037
13219,-9,197708205.4663061202,188869881.3387358785,8838324.1275702454,21.3694223716,53109657
13229,-10,201968172.8943142295,193121507.2258476317,8846665.6684665866,21.8298638677,53189335
13241,-11,207779147.8521959484,198905202.1391420066,8873945.7130539492,22.4145164475,53285801
13249,-15,226847668.5460914373,217960638.8937821984,8887029.6523092370,24.5257017723,53349917
13259,-18,238756488.3490088582,229869012.9582847357,8887475.3907241113,25.8643768733,53430361
13267,-19,243533795.2669378221,234624459.7247387767,8909335.5421990398,26.3346754215,53494475
13291,-17,225092699.2401514947,216152309.2355654836,8940390.0045860056,24.1770559366,53688261
13297,-17,227162920.4446770251,218215404.7695317864,8947515.6751452498,24.3883791537,53736787
13309,-15,212053542.8114592731,203094029.5883573592,8959513.2231019251,22.6679758745,53834703
13313,-16,221976519.0129554570,213006199.8504292071,8970319.1625262387,23.7456656771,53867059
13327,-14,210325094.0598236024,201342504.0650672019,8982589.9947564080,22.4147494412,53979189
13331,-14,214085500.6616566181,205095369.9401082098,8990130.7215483952,22.8133912946,54011811
13337,-14,212223960.6231306791,203229673.0955700576,8994287.5275606234,22.5954165322,54061417
13339,-15,221238728.3510707021,212233159.0043937266,9005569.3466769848,23.5668785431,54078641
13367,-13,205784161.3697206378,196744376.2212001383,9039785.1485205106,21.7642756978,54303145
13381,-8,173750208.6636483371,164687201.2852081060,9063007.3784402199,18.1713634789,54417699
13399,-3,144355929.3845856190,135268228.3719134927,9087701.0126721151,14.8847577823,54565029
13411,-4,154769088.6370747089,145667814.0232679546,9101274.6138067637,16.0052102815,54662349
13417,-6,168071298.0403124094,158956134.9705270231,9115163.0697853826,17.4386496164,54710975
13421,-6,171543509.2803594470,162426247.5338201225,9117261.7465393245,17.8152445382,54743459
13441,-3,143077377.4626410306,133929989.6779275686,9147387.7847134601,14.6413372681,54907557
13463,-4,147924064.9185819924,138759743.6466181278,9164321.2719638664,15.1413006516,55087923
13469,-3,143365251.6382171214,134181612.8948782980,9183638.7433388326,14.6109419855,55136753
13513,-3,147345284.6429684460,138106047.8417525887,9239236.8012158573,14.9477766198,55497657
13789,-4,169433867.6349275410,159811613.1742473543,9622254.4606801774,16.6085415666,57788321
13807,-5,176475810.9568671882,166826882.5232225358,9648928.4336446635,17.2896797474,57937593
13879,-3,162892991.9755550921,153146683.3320869207,9746308.6434681695,15.7133012030,58545347
13883,-6,183717556.7204826772,173968616.2898888588,9748940.4305938054,17.8448742741,58578981
13901,-6,187113602.2296383679,177336364.6324535310,9777237.5971848406,18.1376756850,58729441
13903,-6,193960857.8337531090,184183911.7202164829,9776946.1135366149,18.8385933175,58747301
13907,-8,209639284.3200047910,199857752.4272513390,9781531.8927534539,20.4321526136,58781315
13913,-6,200917003.1128347814,191117049.5078470409,9799953.6049877293,19.5018320710,58832441
13921,-4,191860215.7052909136,182045750.5774092972,9814465.1278816070,18.5487184686,58899803
14747,-4,86503075.4773243219,75498243.6420283914,11004831.8352959286,6.8604631831,66097193
14753,-5,101450894.9004051387,90435171.7509761751,11015723.1494289599,8.2096445711,66151239
14759,-8,119982948.4586295336,108972291.3591865003,11010657.0994430389,9.8969834747,66204527
14767,-5,99884258.2540719658,88851575.8271408677,11032682.4269310925,8.0534880267,66275577
14771,-5,107026859.5903375447,95986293.0509934574,11040566.5393440817,8.6939644545,66311931
14779,-7,126326017.3385259509,115271544.5757762939,11054472.7627496608,10.4275931607,66384121
14783,-10,151602723.1515529156,140552915.4361871779,11049807.7153657395,12.7199421978,66420859
14797,-9,136836742.5694534779,125754605.3882695138,11082137.1811839622,11.3475048479,66545345
14813,-10,131123413.9138892889,120019754.2970534116,11103659.6168358792,10.8090267928,66689945
14821,-13,156830535.1619245112,145706359.2135525048,11124175.9483719952,13.0981710366,66760581
14827,-12,158637054.1892001629,147509409.6988038123,11127644.4903963469,13.2561217090,66815507
14831,-13,169440742.4071905613,158316661.0226620138,11124081.3845285587,14.2318862610,66852865
14843,-15,185054019.0020373166,173904952.2617032826,11149066.7403340321,15.5981622778,66959831
14851,-15,184498940.5176922083,173333802.6736091375,11165137.8440830782,15.5245555491,67031837
14867,-14,177782472.4160808325,166604151.4791608751,11178320.9369199593,14.9042197320,67176743
14869,-15,188745097.2335920036,177552237.0634467304,11192860.1701452713,15.8629907248,67195785
14879,-15,186218958.1675551534,175024809.0732952654,11194149.0942598861,15.6353830559,67285461
14887,-17,201722357.5536708236,190504227.0053052008,11218130.5483656228,16.9818158368,67356783
14891,-20,222481693.3898862898,211262558.5249848068,11219134.8649014812,18.8305569965,67393557
14897,-21,228511379.1635765135,217280571.9056565464,11230807.2579199560,19.3468347302,67448343
14923,-15,175634150.2756346166,164369592.1440265477,11264558.1316080801,14.5917478718,67685011
14929,-18,201683975.0344838202,190405927.4974856973,11278047.5369981118,16.8828803809,67738341
14939,-19,210645195.0559425950,199356137.4744229615,11289057.5815196242,17.6592364805,67828309
14947,-20,220357069.5850374699,209051107.0035504997,11305962.5814869553,18.4903413130,67900699
14951,-21,235941711.1275185049,224634024.7690886259,11307686.3584298771,19.8656044790,67937125
14957,-21,233565655.5770283937,222247584.3702527285,11318071.2067756634,19.6365246613,67993367
14969,-20,219617842.6142373681,208280919.3745671809,11336923.2396701984,18.3719087597,68102563
14983,-12,166789608.9433004856,155428071.8616844416,11361537.0816160291,13.6801975600,68230005
15013,-5,101899513.2957317382,90489727.1570394039,11409786.1386923362,7.9308872276,68503129
15017,-6,110496804.9507973939,99083656.7050481886,11413148.2457492016,8.6815359418,68538911
15031,-6,103465103.1290838718,92029475.8487670571,11435627.2803168204,8.0476106463,68666527
15277,-3,143920543.9172884524,132108170.2144091278,11812373.7028793208,11.1838800175,70932913
15287,-6,175574983.8335901201,163760387.3262492716,11814596.5073408615,13.8608531594,71025617
15289,-7,187690951.4437363148,175853101.6926165521,11837849.7511197496,14.8551557411,71044935
15299,-4,160627495.5978585184,148791981.8510142565,11835513.7468442526,12.5716538406,71138515
15307,-6,172463997.2367615104,160604770.1989726424,11859227.0377888624,13.5426001785,71212113
15313,-7,180267250.5229772627,168393839.0361700058,11873411.4868072458,14.1824309907,71269159
15319,-8,194301689.0759573877,182424361.1368571520,11877327.9391002283,15.3590405243,71324559
15329,-11,222575599.4036437273,210690877.5187586546,11884721.8848850857,17.7278761388,71417373
15331,-13,237192277.4024994075,225292125.0472723246,11900152.3552270718,18.9318689645,71436157
15349,-9,197212106.1656459272,185290199.8992106020,11921906.2664353382,15.5419943555,71605003
15359,-9,204625818.4742468297,192696975.5267071724,11928842.9475396518,16.1538697738,71696587
15361,-10,216804657.8375486434,204858268.7501640916,11946389.0873845629,17.1481329841,71716041
15373,-9,221547265.7961663008,209578911.7537132502,11968354.0424530525,17.5110889108,71827477
15377,-9,227650202.5656781197,215686186.3812627196,11964016.1844154000,18.0279082757,71865975
15383,-8,229719256.1584622860,217749671.5743339956,11969584.5841283016,18.1919155209,71922241
15391,-10,246309509.6456731856,234319168.3168450594,11990341.3288281318,19.5423267688,71996143
15401,-10,248859212.6500449181,236848558.1795389652,12010654.4705059379,19.7198711162,72089523
15413,-7,229102117.3991183341,217083501.9610539675,12018615.4380643535,18.0622720712,72202833
15427,-7,223631899.4193252027,211592267.2418302596,12039632.1774949469,17.5746454811,72333613
15439,-7,227868830.1091710627,215808118.8280102015,12060711.2811608668,17.8934818849,72445719
15443,-8,237664912.2204172909,225605929.5821786821,12058982.6382386032,18.7085375566,72484205
15451,-7,229166278.8923150003,217083780.2844086885,12082498.6079063248,17.9667953897,72558797
15461,-9,254385398.6499870121,242292931.3264851272,12092467.3235018756,20.0366827418,72652181
15467,-10,267624840.9062722623,255516653.4006113410,12108187.5056609102,21.1027995132,72708209
15473,-11,273081585.6362068057,260965586.5853169858,12115999.0508898273,21.5389243173,72766363
15493,-10,256195353.8385465145,244049015.4038290083,12146338.4347175024,20.0923938284,72953299
15497,-13,282122444.5828934908,269974601.2059831619,12147843.3769103028,22.2240765566,72991711
15511,-12,257163000.3699091971,244985154.5058520734,12177845.8640571367,20.1172815981,73123415
15527,-12,264514040.7066416740,252313051.4715594649,12200989.2350822072,20.6797208497,73273195
15541,-14,277111385.4745665193,264881020.6935417950,12230364.7810247429,21.6576549789,73406137
15551,-16,291834925.6503344178,279606140.7336508036,12228784.9166836422,22.8645889709,73499849
15559,-14,270839585.1672600508,258592114.0517390370,12247471.1155210007,21.1139190787,73577703
15569,-16,285987916.6021472216,273720773.2176578045,12267143.3844894301,22.3133263090,73671057
15581,-16,281851455.1762188673,269564517.9511119127,12286937.2251069639,21.9391141187,73784301
15583,-17,293759262.8154063821,281467445.0837056637,12291817.7317007110,22.8987649530,73804249
15601,-17,290949119.8494226933,278619461.2503978014,12329658.5990248695,22.5975000859,73973947
15607,-19,309341391.2532345057,297013114.0724323988,12328277.1808021106,24.0920211086,74030875
15619,-18,309875950.0962373018,297534215.6218265891,12341734.4744106922,24.1079741457,74144873
15629,-20,317044753.4253373742,304684482.8539142013,12360270.5714231711,24.6503085101,74240739
15641,-21,332385007.7370035648,320002922.2721180320,12382085.4648855515,25.8440246742,74352275
15643,-22,343610280.5808922648,331223212.1582444906,12387068.4226477537,26.7394350993,74372595
15647,-21,341000917.0829378963,328616663.7924615741,12384253.2904762961,26.5350405943,74410983
15649,-22,354058822.2349683642,341664952.3758935928,12393869.8590747993,27.5672535101,74431813
15661,-23,362915867.5228435397,350494485.0594305396,12421382.4634130243,28.2170270573,74543533
15667,-26,395790579.2737012506,383363880.7428272367,12426698.5308740344,30.8500185943,74599761
15671,-28,407095622.3062170148,394670044.8362447023,12425577.4699723348,31.7627125009,74639963
15679,-28,398761417.4911010265,386325049.6799023747,12436367.8111986686,31.0641383035,74716785
15683,-27,396865266.3017797470,384420261.6110709310,12445004.6907088049,30.8895232396,74756131
15727,-20,309571982.0419023037,297056350.4470792413,12515631.5948230326,23.7348269799,75173261
15731,-21,322188904.2851276994,309667964.4718738794,12520939.8132538050,24.7320064700,75211027
15733,-22,334441414.7083663344,321910458.7603273392,12530955.9480389711,25.6892179731,75231509
15737,-23,348596750.3120938540,336065916.8776292801,12530833.4344645739,26.8191193056,75270211
15739,-23,357421550.2293176651,344884926.9563199282,12536623.2729977295,27.5101930916,75290987
15749,-27,403671144.9966150522,391129861.5354085565,12541283.4612065218,31.1873870601,75384925
15761,-26,402229823.7237539291,389654990.4728280306,12574833.2509259060,30.9868912531,75498591
15767,-25,402594124.1852496862,390021061.4138808846,12573062.7713688165,31.0203701760,75556737
15773,-25,403470153.9021283984,390882427.7536379695,12587726.1484904420,31.0526637728,75615019
15787,-22,372198968.2509726882,359587564.4842886329,12611403.7666840795,28.5128896939,75747639
15791,-25,394467451.5399762392,381855015.9671646953,12612435.5728115216,30.2760726715,75787565
15797,-26,404357961.2903437018,391731929.8644483685,12626031.4258953594,31.0257369597,75845251
15803,-29,433794923.4124627709,421162489.3778422475,12632434.0346204974,33.3397734929,75903443
15809,-33,470568472.4968031645,457922450.1838527918,12646022.3129503541,36.2107893574,75959837
15817,-32,464416245.1107850671,451755622.2258266211,12660622.8849584628,35.6819428499,76037511
15823,-32,461242658.0272468328,448574987.6046780348,12667670.4225687962,35.4110087049,76096275
15859,-25,401054577.2921926975,388329384.8938301206,12725192.3983626049,30.5165825975,76442609
15877,-21,369890513.0588030815,357125277.1313791275,12765235.9274239484,27.9763945737,76613311
15881,-24,398050981.6368629336,385286994.4085480571,12763987.2283148654,30.1854732002,76653275
15887,-25,407324896.9606393576,394555182.8193476200,12769714.1412917245,30.8977302431,76710519
15889,-26,420867025.4598098993,408091123.5269778371,12775901.9328320902,31.9422554801,76731685
15901,-23,401495342.9771054387,388689935.8817133307,12805407.0953920912,30.3535789988,76846345
15907,-21,395047377.8556531668,382240858.1350039244,12806519.7206492703,29.8473641921,76904155
15913,-19,386713804.9432894588,373894111.6704263091,12819693.2728631366,29.1656051133,76962633
15919,-20,400590483.0549999475,387767308.2909080982,12823174.7640918363,30.2395713561,77021365
15923,-22,422862810.1084192395,410034855.5918517113,12827954.5165675525,31.9641650633,77061223
15937,-20,407298770.9526723027,394442198.9198313355,12856572.0328409858,30.6801998163,77195915
15959,-22,396067290.8389835954,383192782.2175887227,12874508.6213948485,29.7636821324,77409571
15971,-24,412545906.0979143977,399640584.8716100454,12905321.2263043597,30.9671164215,77524657
15973,-25,425716616.6923834085,412802662.2518271208,12913954.4405562803,31.9656278913,77545467
15991,-27,427560797.3834332824,414613746.5025848746,12947050.8808484115,32.0237983397,77718803
16001,-29,434240646.3585201502,421282620.4047226310,12958025.9537975285,32.5113271039,77816349
16007,-29,431012870.4042602181,418051676.8439158201,12961193.5603444222,32.2541033661,77875125
16033,-26,395538402.5353097916,382526328.8189806938,13012073.7163290717,29.3977990871,78127409
16057,-24,360533359.1507983208,347483327.6820224524,13050031.4687758498,26.6270107098,78360213
16061,-25,374569172.2713263631,361510770.8260001540,13058401.4453262221,27.6841520258,78398909
16063,-27,392007451.5441687703,378952401.8978634477,13055049.6463053338,29.0272662429,78420321
16067,-29,410635734.8046007156,397575834.1966093779,13059900.6079913080,30.4424854469,78459023
16069,-30,422034148.3877901435,408964821.1633753777,13069327.2244147863,31.2919566662,78479985
16073,-33,448617564.4916779399,435543451.1192029119,13074113.3724750448,33.3134216226,78518917
16087,-29,407902359.4536913037,394805630.5435990691,13096728.9100922626,30.1453617353,78654835
16091,-32,433037644.5370326638,419935996.9872961044,13101647.5497365333,32.0521518682,78695713
16097,-33,446917405.8205602169,433800256.7009579539,13117149.1196022723,33.0712300932,78752523
16103,-35,455163187.1560379863,442043614.2479273081,13119572.9081106689,33.6934454608,78812999
16111,-32,426694496.3285806775,413559531.1891518831,13134965.1394287925,31.4853923706,78891349
16127,-35,442813711.5742398500,429662977.3870716095,13150734.1871682350,32.6721665324,79046993
16139,-40,492850319.0192297101,479676069.6231209040,13174249.3961088229,36.4101251768,79164197
16141,-41,504746121.0564088821,491557680.8062108159,13188440.2501980569,37.2718586490,79184623
16183,-36,447861086.2183707356,434607208.0317866802,13253878.1865840796,32.7909463112,79596645
16187,-35,448029412.9501959085,434774029.5679630041,13255383.3822328933,32.7998079747,79635319
16189,-36,459581149.4003756046,446315752.2078403234,13265397.1925352532,33.6451103371,79656545
16193,-38,481041782.8849059343,467766279.5872859955,13275503.2976199612,35.2352953482,79695461
16217,-36,448169696.9507583380,434864631.4456572533,13305065.5051010568,32.6841405838,79931069
16223,-35,445718663.6450088620,432407509.4209340215,13311154.2240748294,32.4845991671,79991539
16229,-35,451989060.0106504560,438659421.7157903314,13329638.2948601265,32.9085765129,80049745
16231,-35,462161455.5577517152,448825489.4821819067,13335966.0755698122,33.6552662881,80070293
16249,-35,456224539.2221416831,442864314.6067892313,13360224.6153524555,33.1479692413,80247197
16253,-35,463602383.4226732254,450240594.5396953821,13361788.8829778619,33.6961314449,80287893
16267,-36,464570255.1872165799,451179846.9386110306,13390408.2486055270,33.6942562588,80425349
16273,-36,463936040.5881057978,450527766.6804274321,13408273.9076783936,33.6007281610,80485255
16301,-35,415980763.8605044484,402537514.3838933110,13443249.4766111523,29.9434682875,80762497
16319,-38,422103915.2162457705,408639410.7238488197,13464504.4923969265,30.3493835183,80939753
16333,-32,369996169.5451499224,356495437.2488132715,13500732.2963366229,26.4056370739,81079067
16339,-31,372039544.7304807305,358531936.8704394698,13507607.8600412607,26.5429630905,81139181
16349,-32,381578152.7058631778,368053222.9863358736,13524929.7195272818,27.2129490222,81238621
16361,-27,341397928.1327697635,327850536.4328535795,13547391.6999161933,24.2002699630,81355919
16363,-28,355545175.6916163564,341985003.5841603279,13560172.1074560210,25.2198129105,81377679
16369,-29,360945441.8229603171,347373908.0257386565,13571533.7972216606,25.5957737140,81437809
16381,-32,377370871.9433616996,363775094.8535380363,13595777.0898236725,26.7564768420,81555993
16411,-32,366177466.8800868392,352547724.0001758337,13629742.8799110260,25.8660583040,81854855
16417,-33,382201601.7984262705,368552521.8836397529,13649079.9147865269,27.0020048373,81913813
16421,-34,399713441.1105864048,386072251.0953971744,13641190.0151892006,28.3019480460,81955077
16427,-36,410569474.1902411580,396907579.8629721999,13661894.3272689339,29.0521629252,82015469
16433,-34,399170928.1608331203,385504932.9713864923,13665995.1894465983,28.2090640036,82075979
16447,-31,368273077.4345406294,354588036.0791574717,13685041.3553831708,25.9106294874,82213281
16451,-31,371887784.8340198398,358189968.3001169562,13697816.5339029077,26.1494207791,82254403
16453,-32,386288988.1842735410,372586782.7314799428,13702205.4527936000,27.1917381487,82276325
16477,-30,378627404.0955775976,364890087.7611881495,13737316.3343894631,26.5619629685,82514387
16481,-30,384291047.1128545403,370545814.7547336817,13745232.3581208643,26.9581339260,82554731
16487,-27,370532188.6592546105,356782146.8388709426,13750041.8203836568,25.9477135779,82615925
16493,-27,373408607.8187528253,359637024.2648434043,13771583.5539094098,26.1144277894,82675959
16519,-25,322980015.0444394350,309176524.6485683918,13803490.3958710395,22.3984308158,82937547
16529,-27,342988254.0635917783,329169078.3830122948,13819175.6805794630,23.8197332454,83036879
16547,-27,332116573.4525154829,318264538.2902543545,13852035.1622611526,22.9760128791,83217931
16553,-29,354336457.7293097973,340470343.4992656708,13866114.2300441395,24.5541279879,83279325
16561,-27,336404394.1657388210,322514405.6714898944,13889988.4942489509,23.2191989075,83358509
16567,-25,329247944.6301230788,315356256.9289688468,13891687.7011542358,22.7010759033,83418909
16573,-26,341663297.9249900579,327764267.9176682234,13899030.0073218122,23.5818087841,83481099
16603,-21,282745633.1918619275,268795516.1440395713,13950117.0478223804,19.2683341095,83782023
16607,-22,300285691.2479939461,286334214.6078268290,13951476.6401671264,20.5235776823,83821893
16619,-21,284928804.3093625307,270955799.1665117145,13973005.1428507976,19.3913761855,83943463
16631,-20,267698559.6742136478,253717076.8710571527,13981482.8031565025,18.1466501403,84064127
16633,-21,282087589.7992625833,268073356.0851419270,14014233.7141206618,19.1286488832,84085077
16649,-20,269650019.3537440300,255629625.5123569667,14020393.8413870838,18.2326993381,84246565
16651,-21,283969441.0348358750,269931328.5649614334,14038112.4698744547,19.2284631673,84267533
16657,-21,289964254.1592220664,275920339.6699337959,14043914.4892882537,19.6469680786,84327159
16661,-21,295610336.9212945104,281555231.5227561593,14055105.3985383324,20.0322390718,84368607
16673,-20,269862932.6556050181,255794595.6454053223,14068337.0101996902,18.1822908749,84492895
16691,-23,309242192.5190054178,295146949.6563569903,14095242.8626484331,20.9394724541,84671159
16693,-24,321309182.7457717657,307202847.6756480932,14106335.0701236967,21.7776513991,84692937
16699,-25,324339908.2886534333,310225990.9273447990,14113917.3613086529,21.9801478913,84754497
16703,-28,353836918.6430073977,339725538.0395027399,14111380.6035046373,24.0745783552,84795499
16729,-21,276223824.7085276246,262058402.9206748903,14165421.7878527381,18.4998658597,85059835
16741,-19,256318915.5261219144,242126787.8997174501,14192127.6264044791,17.0606405377,85181251
16747,-22,281745086.4596651196,267554016.7713782191,14191069.6882868875,18.8536891614,85241211
16759,-20,263041837.1693037450,248820226.8009180725,14221610.3683856726,17.4959248886,85364385
